OFFICE,PROPERTY_ADDRESS,CITY,STATE_PROVINCE,ZIP_POSTAL_CODE,SALES_VOLUME,ACTUAL_CLOSE_DATE,SALES_ID
0001,2413 S 27th Ave,Omaha,NE,68105,"$170,000 ",8/12/2022,92
0001,2413 S 27th Ave,Omaha,NE,68105,"$170,000 ",8/12/2022,92
0001,2415 K Street,Omaha,NE,68107,"$71,500 ",1/21/2022,92
0001,2417 South 6th Street,Omaha,NE,68108,"$160,000 ",4/22/2022,10061
0001,2419 North 103rd Circle,Omaha,NE,68134,"$247,400 ",8/22/2022,10050
0005,2419 S 21 Street,Omaha,NE,68108,"$172,900 ",10/27/2022,492
0005,2420 South 32nd Avenue,Omaha,NE,68105,"$323,000 ",3/2/2022,333
0001,2425 Spencer Street,Omaha,NE,68111,"$70,000 ",10/21/2022,269
0004,2430 S 219th Street,Omaha,NE,68022,"$670,000 ",2/1/2022,258
0003,2434 N 100 Street,Omaha,NE,68134,"$262,500 ",10/19/2022,70
0001,2434 South 48th Avenue,Omaha,NE,68106,"$160,750 ",12/13/2022,297
0004,2441 N 191st Ave,Omaha,NE,68022,"$376,900 ",4/7/2022,10047
0005,2442 Bauman Avenue,Omaha,NE,68112,"$155,000 ",5/26/2022,376
0004,2450 S 20th Street,Omaha,NE,68108,"$205,000 ",10/14/2022,74
0005,2473 N 153rd Ave,Omaha,NE,68116,"$390,000 ",10/18/2022,197
0001,2473 N 153rd Avenue,Omaha,NE,68116,"$390,000 ",1/18/2022,399
0004,248 N 129 St,Omaha,NE,68154,"$850,000 ",3/31/2022,262
0004,2501 Hanscom Boulevard,Omaha,NE,68105,"$285,000 ",12/2/2022,370
0004,2501 Hanscom Boulevard,Omaha,NE,68105,"$170,000 ",4/26/2022,370
0003,2501 N 187th Avenue,Omaha,NE,68022,"$605,000 ",7/27/2022,10056
0001,2502 Leavenworth Street,Omaha,NE,68105,"$710,000 ",7/1/2022,10050
0001,2502 Pierce Street,Omaha,NE,68105,"$160,000 ",1/7/2022,92
0001,2503 North 64 Street,Omaha,NE,68104,"$250,000 ",6/24/2022,10015
0003,2504 North 65th Street,Omaha,NE,68104,"$185,600 ",6/15/2022,474
0001,2505 North 130th Street,Omaha,NE,68164,"$277,000 ",7/8/2022,10017
0003,2507 N 60th Avenue,Omaha,NE,68104,"$226,000 ",9/16/2022,10056
0001,2508 Bristol Street,Omaha,NE,68111,"$60,000 ",6/27/2022,10050
0004,2511 South 161st Circle,Omaha,NE,68130,"$238,000 ",9/1/2022,317
0003,2512 S 11th St,Omaha,NE,68108,"$96,000 ",9/29/2022,10056
0004,2515 Iowa St.,Omaha,NE,68112,"$152,000 ",3/18/2022,486
0003,2515 N 167th Avenue,Omaha,NE,68116,"$381,000 ",3/31/2022,168
0003,2515 N 53rd Street,Omaha,NE,68104,"$350,000 ",12/9/2022,70
0004,2515 South 43rd Street,Omaha,NE,68105,"$160,000 ",3/18/2022,382
0003,2515 Wirt Street,Omaha,NE,68111,"$56,500 ",9/29/2022,70
0001,2516 Drexel St,Omaha,NE,68107,"$175,900 ",3/18/2022,92
0001,2517 I Street,Omaha,NE,68107,"$139,050 ",3/21/2022,226
0004,2517 N 52nd Street,Omaha,NE,68104,"$335,000 ",10/18/2022,281
0001,2519 North 48th Avenue,Omaha,NE,68104,"$188,000 ",5/10/2022,10010
0001,2520 Florence Boulevard,Omaha,NE,68110,"$104,000 ",4/8/2022,446
0005,2520 South 102nd Street,Omaha,NE,68124,"$497,000 ",7/15/2022,184
0004,2521 S 23rd St,Omaha,NE,68108,"$360,000 ",2/9/2022,514
0004,2521 S 23rd St,Omaha,NE,68108,"$360,000 ",2/9/2022,370
0003,2525 Brookside Avenue,Omaha,NE,68124,"$450,000 ",12/19/2022,10056
0001,2525 S. 138th Street,Omaha,NE,68144,"$287,500 ",3/31/2022,446
0003,2526 N 165th Ave,Omaha,NE,68116,"$366,000 ",8/15/2022,70
0004,2526 South 152nd Avenue Circle,Omaha,NE,68144,"$300,000 ",5/6/2022,74
0004,2532 South 9th Street,Omaha,NE,68108,"$300,000 ",2/18/2022,74
0004,2532 South 9th Street,Omaha,NE,68108,"$300,000 ",2/18/2022,74
0001,2535 N 60th Ave,Omaha,NE,68104,"$340,000 ",1/24/2022,376
0003,2537 N 188 Street,Omaha,NE,68022,"$785,000 ",4/28/2022,303
0001,2540 North 48th Avenue,Omaha,NE,68104,"$190,000 ",6/17/2022,384
0001,2553 Mary St,Omaha,NE,68112,"$150,000 ",5/20/2022,81
0001,2572 Titus Ave,Omaha,NE,68112,"$130,000 ",11/4/2022,10036
0001,2601 Parker Street,Omaha,NE,68111,"$16,500 ",6/17/2022,269
0001,2603 S 87th Street,Omaha,NE,68124,"$330,000 ",11/1/2022,10003
0003,2604 North 166th Street,Omaha,NE,68116,"$399,500 ",3/25/2022,10056
0004,2604 North 51st Avenue,Omaha,NE,68104,"$734,000 ",11/1/2022,550
0004,2604 North 51st Avenue,Omaha,NE,68104,"$734,000 ",11/1/2022,97
0001,2604 South 35th Avenue,Omaha,NE,68105,"$187,000 ",1/14/2022,486
0004,2606 North 150th Avenue,Omaha,NE,68116,"$425,000 ",9/27/2022,219
0001,2608 North 45th Street,Omaha,NE,68104,"$209,950 ",9/9/2022,92
0004,2610 96th Circle,Omaha,NE,68124,"$1,150,000 ",6/22/2022,10047
0001,2611 North 97th Avenue,Omaha,NE,68134,"$265,000 ",9/30/2022,10015
0001,2612 C Street,Omaha,NE,68107,"$187,000 ",5/13/2022,10043
0001,2617 N 51st Avenue,Omaha,NE,68104,"$283,000 ",7/19/2022,10010
0001,2621 South 100th Street,Omaha,NE,68124,"$460,000 ",8/1/2022,343
0005,2622 N 166th Street,Omaha,NE,68116,"$333,700 ",1/6/2022,493
0001,2632 South 15th Street,Omaha,NE,68108,"$90,000 ",6/17/2022,92
0001,2635 North 125th Circle,Omaha,NE,68164,"$296,500 ",6/10/2022,10043
0003,2669 North 96th Drive,Omaha,NE,68134,"$230,000 ",10/21/2022,491
0001,2701 Olive Street,Omaha,NE,68147,"$225,000 ",9/26/2022,363
0001,2704 Country Club Ave,Omaha,NE,68104,"$405,000 ",9/16/2022,333
0001,2706 North 189th Street,Omaha,NE,68022,"$485,000 ",4/8/2022,10046
0004,2707 N. 65th St.,Omaha,NE,68104,"$250,000 ",4/20/2022,279
0003,2708 N 159th Street,Omaha,NE,68116,"$542,000 ",2/7/2022,287
0001,2709 S 30th St,Omaha,NE,68105,"$185,000 ",4/11/2022,10028
0001,2710 South 100th Street,Omaha,NE,68124,"$586,500 ",5/5/2022,262
0001,2711 North 97th Street,Omaha,NE,68134,"$560,000 ",8/5/2022,10059
0001,2711 North 97th Street,Omaha,NE,68134,"$560,000 ",8/5/2022,387
0004,2711 North HWS Cleveland Boulevard,Omaha,NE,68116,"$475,000 ",2/4/2022,10047
0003,2712 N 143rd St,Omaha,NE,68164,"$223,000 ",4/1/2022,10034
0001,2712 North 52nd Street,Omaha,NE,68104,"$360,000 ",6/10/2022,10010
0003,2715 Country Club Avenue,Omaha,NE,68104,"$415,000 ",12/2/2022,303
0001,2715 N 182nd Ave,Omaha,NE,68022,"$1,626,084 ",6/22/2022,232
0001,2715 N 182nd Ave,Omaha,NE,68022,"$1,626,084 ",6/22/2022,232
0005,2715 N 61st Street,Omaha,NE,68104,"$250,000 ",5/18/2022,296
0001,2715 N 64th St,Omaha,NE,68104,"$279,000 ",10/14/2022,400
0001,2715 S 105th Avenue,Omaha,NE,68124,"$326,500 ",1/6/2022,10059
0003,2718 North 49th Avenue,Omaha,NE,68104,"$197,000 ",8/10/2022,10061
0001,2720 North 175th Avenue,Omaha,NE,68116,"$519,000 ",7/25/2022,364
0001,2724 N 50th St,Omaha,NE,68104,"$200,000 ",6/30/2022,10014
0001,2725 North 190th Street,Omaha,NE,68022,"$545,000 ",7/8/2022,345
0001,2727 South 46th Avenue,Omaha,NE,68106,"$220,000 ",5/23/2022,400
0003,2728 Iowa Street,Omaha,NE,68112,"$200,000 ",6/2/2022,350
0004,2728 North 65th St,Omaha,NE,68104,"$216,500 ",10/3/2022,467
0003,2729 S 23rd St,Omaha,NE,68108,"$180,000 ",5/2/2022,10056
0001,2730 N 48th Avenue,Omaha,NE,68104,"$175,000 ",5/12/2022,66
0001,2730 N 79th Street,Omaha,NE,68134,"$220,000 ",4/8/2022,10043
0003,2732 S 10th St,Omaha,NE,68108,"$157,613 ",5/25/2022,70
0001,2733 North 78th Avenue,Omaha,NE,68134,"$257,500 ",9/16/2022,10014
0004,2734 N 120th Avenue,Omaha,NE,68164,"$255,000 ",11/1/2022,394
0004,2734 North 120th Avenue,Omaha,NE,68164,"$201,000 ",7/7/2022,394
0001,2735 North Sharon Drive,Omaha,NE,68112,"$175,000 ",5/18/2022,10015
0004,2736 North 124th Circle,Omaha,NE,68164,"$250,000 ",5/11/2022,281
0001,2740 Saratoga Street,Omaha,NE,68111,"$100,000 ",10/26/2022,92
0001,2740 Titus Ave,Omaha,NE,68112,"$210,000 ",1/7/2022,452
0001,2740 Titus Ave,Omaha,NE,68112,"$210,000 ",1/7/2022,323
0001,2740 Titus Avenue,Omaha,NE,68112,"$212,000 ",7/8/2022,323
0001,2744 Mary Street,Omaha,NE,68112,"$165,000 ",6/10/2022,400
0001,2749 N 49th Street,Omaha,NE,68104,"$174,000 ",11/18/2022,73
0001,2760 Iowa Street,Omaha,NE,68112,"$110,000 ",6/13/2022,332
0003,2761 Laurel Ave.,Omaha,NE,68111,"$87,000 ",12/27/2022,556
0003,2762 North 49th Street,Omaha,NE,68104,"$360,000 ",1/7/2022,303
0003,2762 North 49th Street,Omaha,NE,68104,"$360,000 ",1/7/2022,384
0001,2775 Wyoming Street,Omaha,NE,68112,"$232,000 ",5/12/2022,237
0005,2807 S 40th Street,Omaha,NE,68105,"$182,850 ",8/11/2022,376
0001,2809 North 69th Street,Omaha,NE,68104,"$166,050 ",2/11/2022,336
0003,2811 South 165th Avenue,Omaha,NE,68130,"$425,000 ",5/24/2022,70
0005,2817 Betty Street,Omaha,NE,68147,"$200,000 ",4/1/2022,223
0001,2820 North 66th Avenue #302,Omaha,NE,68104,"$55,000 ",1/3/2022,426
0001,2841 South 34th Street,Omaha,NE,68105,"$275,000 ",9/23/2022,384
0004,2842 S 117th St,Omaha,NE,68144,"$267,000 ",12/14/2022,10047
0001,2855 Newport Avenue,Omaha,NE,68112,"$106,000 ",7/19/2022,10015
0001,2874 Whitmore Street,Omaha,NE,68112,"$135,000 ",7/28/2022,92
0001,2901 North 45th Street,Omaha,NE,68104,"$240,000 ",9/26/2022,324
0005,2910 Franklin Street,Omaha,NE,68111,"$532,000 ",11/28/2022,334
0005,2910 Franklin Street,Omaha,NE,68111,"$532,000 ",11/28/2022,334
0004,2916 N 49th Street,Omaha,NE,68104,"$151,000 ",10/7/2022,262
0001,2917 S 80 St.,Omaha,NE,68124,"$265,000 ",11/22/2022,10036
0005,2919 Florence  Blvd,Omaha,NE,68110,"$275,000 ",12/29/2022,283
0001,2928 Scott Street,Omaha,NE,68112,"$112,500 ",12/9/2022,10050
0001,2934 Scott Street,Omaha,NE,68112,"$350,000 ",8/22/2022,10015
0001,2934 Scott Street,Omaha,NE,68112,"$350,000 ",8/22/2022,237
0001,2945 North 49th Street,Omaha,NE,68104,"$90,000 ",5/6/2022,226
0003,2964 County Rd P40,Omaha,NE,68112,"$860,000 ",6/24/2022,10045
0003,2964 County Rd P40,Omaha,NE,68112,"$860,000 ",6/24/2022,10045
0001,2969 Pacific Street,Omaha,NE,68105,"$387,500 ",7/25/2022,10015
0004,3000 Farnam  Street #9G,Omaha,NE,68131,"$150,000 ",4/29/2022,279
0001,3000 Farnam St Unit S2F &P28,Omaha,NE,68131,"$135,000 ",4/20/2022,400
0003,3000 Farnam Street,Omaha,NE,68131,"$230,000 ",5/9/2022,10056
0001,3000 Farnam Street #S20,Omaha,NE,68131,"$228,000 ",3/3/2022,399
0001,3000 Farnam Street #S20,Omaha,NE,68131,"$228,000 ",3/3/2022,298
0003,3000 Farnam Street Unit #SCL,Omaha,NE,68131,"$199,000 ",12/15/2022,298
0004,3002 Vinton Street,Omaha,NE,68105,"$155,000 ",6/30/2022,370
0003,3003 S 39th Street,Omaha,NE,68105,"$197,000 ",4/25/2022,70
0004,3013 N 161st Terrace,Omaha,NE,68116,"$615,000 ",12/16/2022,10047
0005,3013 South 76th Avenue,Omaha,NE,68124,"$195,000 ",1/13/2022,318
0001,3014 South 18th Street,Omaha,NE,68108,"$102,500 ",3/15/2022,92
0001,3015 North 144th,Omaha,NE,68116,"$237,000 ",7/11/2022,92
0001,3017 Pacific Street,Omaha,NE,68105,"$320,000 ",8/12/2022,438
0001,3019 Castelar Street,Omaha,NE,68105,"$205,000 ",6/17/2022,323
0004,3024 North 69th Street,Omaha,NE,68104,"$246,000 ",4/20/2022,262
0004,3029 South 21st Street,Omaha,NE,68108,"$134,900 ",1/13/2022,348
0001,306 South 50th Avenue,Omaha,NE,68132,"$400,000 ",6/28/2022,10010
0004,3067 S 48th Avenue,Omaha,NE,68106,"$201,000 ",9/9/2022,554
0003,307 South 95th Street,Omaha,NE,68114,"$529,000 ",6/10/2022,10056
0003,3102 Curtis Ave,Omaha,NE,68111,"$200,000 ",6/28/2022,10056
0001,3105 N 147 Circle,Omaha,NE,68116,"$320,000 ",8/3/2022,10036
0004,3105 N 175th ST,Omaha,NE,68116,"$380,000 ",2/28/2022,174
0003,3106 Seward St,Omaha,NE,68111,"$118,000 ",2/24/2022,303
0005,311 N 41st Street,Omaha,NE,68131,"$874,000 ",5/9/2022,10028
0005,311 N 41st Street,Omaha,NE,68131,"$874,000 ",5/9/2022,224
0003,3111 Clay Street,Omaha,NE,68112,"$180,000 ",1/13/2022,10034
0001,3112 North 58th Street,Omaha,NE,68104,"$315,000 ",2/14/2022,384
0003,3115 South 192nd Street,Omaha,NE,68130,"$715,000 ",10/14/2022,10055
0003,3116 Lafayette Avenue,OMAHA,NE,68131,"$344,000 ",6/10/2022,10056
0003,3116 Lafayette Avenue,OMAHA,NE,68131,"$344,000 ",6/10/2022,237
0004,3116 North 155th Avenue,Omaha,NE,68116,"$282,000 ",8/19/2022,529
0005,3117 South 42nd Street,Omaha,NE,68105,"$170,000 ",4/1/2022,368
0001,3118 North 176 Street,Omaha,NE,68116,"$365,000 ",1/26/2022,303
0001,312 S 16th Street,Omaha,NE,68102,"$115,000 ",4/22/2022,10036
0005,3123 S 137th St,Omaha,NE,68144,"$225,000 ",4/18/2022,493
0001,3124 Poppleton Avenue,Omaha,NE,68105,"$744,000 ",8/26/2022,10028
0001,3124 Poppleton Avenue,Omaha,NE,68105,"$744,000 ",8/26/2022,10028
0001,3127 S 40th Street,Omaha,NE,68105,"$92,000 ",11/8/2022,10050
0003,313 South 51st,Omaha,NE,68132,"$365,000 ",6/1/2022,478
0001,3130 Hascall Street,Omaha,NE,68105,"$220,000 ",8/22/2022,250
0004,3130 North 47th Avenue,Omaha,NE,68104,"$155,000 ",2/18/2022,97
0003,3133 Willit Street,Omaha,NE,68112,"$210,000 ",12/12/2022,168
0004,3136 Weber Circle,Omaha,NE,68112,"$185,000 ",3/31/2022,97
0001,314 S 27th Avenue,Omaha,NE,68131,"$295,000 ",12/5/2022,10028
0001,3142 Mayberry Court,Omaha,NE,68105,"$335,000 ",5/2/2022,10018
0004,3146 Chicago Street,Omaha,NE,68131,"$305,000 ",6/27/2022,74
0001,3165 Jackson Street,Omaha,NE,68105,"$175,000 ",8/5/2022,10026
0001,3165 Jackson Street,Omaha,NE,68105,"$175,000 ",8/5/2022,10026
0001,318 South 51st Street,Omaha,NE,68132,"$754,000 ",8/19/2022,10015
0001,318 South 51st Street,Omaha,NE,68132,"$754,000 ",8/19/2022,10010
0001,320 S 50th Avenue,Omaha,NE,68132,"$298,500 ",8/16/2022,288
0005,3205 Augusta Avenue,Omaha,NE,68144,"$240,000 ",5/4/2022,376
0001,3205 Paddock Road,Omaha,NE,68124,"$910,000 ",12/16/2022,384
0001,3205 Paddock Road,Omaha,NE,68124,"$910,000 ",12/16/2022,89
0001,3206 S 109th St,Omaha,NE,68144,"$262,000 ",7/29/2022,81
0005,3213 S 44th Street,Omaha,NE,68105,"$260,000 ",9/9/2022,296
0001,3215 N 60th St.,Omaha,NE,68104,"$119,500 ",5/9/2022,10050
0001,3216 N. 61st Street,Omaha,NE,68104,"$130,000 ",10/21/2022,66
0001,3216 N. 61st Street,Omaha,NE,68104,"$130,000 ",10/21/2022,66
0001,3220 Lafayette Avenue,Omaha,NE,68131,"$190,000 ",11/9/2022,10015
0001,3222 S 44th Ave,Omaha,NE,68105,"$240,000 ",7/18/2022,10010
0005,3224 N 48th Street,Omaha,NE,68104,"$205,000 ",5/31/2022,224
0004,3228 South 187th Street,Omaha,NE,68130,"$820,000 ",1/7/2022,10047
0001,3264 Frances Street,Omaha,NE,68105,"$271,000 ",2/4/2022,92
0003,3267 Center Street,Omaha,NE,68105,"$350,000 ",1/18/2022,10020
0003,3267 Center Street,Omaha,NE,68105,"$350,000 ",1/18/2022,70
0001,3301 N. 58th St.,Omaha,NE,68104,"$540,000 ",8/1/2022,384
0001,3301 N. 58th St.,Omaha,NE,68104,"$540,000 ",8/1/2022,384
0001,3306 Myrtle Avenue,Omaha,NE,68131,"$186,000 ",5/27/2022,92
0004,3306 Pedersen Drive,Omaha,NE,68144,"$220,000 ",2/4/2022,348
0001,3307 Forest Lawn Ave,Omaha,NE,68124,"$170,000 ",6/10/2022,10028
0001,3308 South 212th Avenue,Omaha,NE,68022,"$626,376 ",10/21/2022,450
0001,3309 North 42nd Street,Omaha,NE,68111,"$155,000 ",11/8/2022,323
0001,3309 North 42nd Street,Omaha,NE,68111,"$130,000 ",4/29/2022,323
0001,3309 North 42nd Street,Omaha,NE,68111,"$130,000 ",4/29/2022,323
0004,3309 R Street,Omaha,NE,68107,"$25,000 ",6/13/2022,160
0004,3310 Center Street,Omaha,NE,68105,"$370,000 ",4/1/2022,467
0004,3311 Hoctor Boulevard,Omaha,NE,68108,"$205,000 ",10/28/2022,434
0001,3312 Big Elk Parkway,Omaha,NE,68022,"$677,650 ",9/16/2022,304
0004,3313 North 177th Street,Omaha,NE,68116,"$689,000 ",7/13/2022,530
0001,3314 Cass Street,Omaha,NE,68131,"$140,000 ",3/10/2022,438
0001,3314 North 122nd Circle,Omaha,NE,68164,"$318,000 ",2/11/2022,70
0003,3315 N 147th Court,Omaha,NE,68116,"$190,000 ",5/24/2022,303
0004,3315 N 147th Ct,Omaha,NE,68116,"$182,000 ",9/30/2022,486
0001,3315 Seward St,Omaha,NE,68111,"$166,000 ",2/11/2022,10050
0001,3318 North 44th Avenue,Omaha,NE,68111,"$90,000 ",9/23/2022,316
0001,3319 Myrtle Avenue,Omaha,NE,68131,"$304,000 ",10/14/2022,10015
0005,3320 King Street,Omaha,NE,68112,"$198,500 ",5/20/2022,296
0003,3322 Hamilton Street,Omaha,NE,68131,"$167,000 ",12/30/2022,170
0004,3322 N 124th St,Omaha,NE,68164,"$290,000 ",7/29/2022,332
0004,3322 North 124th Street,Omaha,NE,68164,"$250,000 ",6/13/2022,394
0001,3324 Myrtle Ave,Omaha,NE,68131,"$160,000 ",4/20/2022,10043
0004,3325 N 148th St #3306,Omaha,NE,68116,"$185,000 ",2/18/2022,83
0001,3328 North 58th Street,Omaha,NE,68104,"$480,000 ",10/11/2022,446
0001,3328 North 58th Street,Omaha,NE,68104,"$480,000 ",10/11/2022,66
0001,3330 South 126th St,Omaha,NE,68144,"$240,000 ",7/18/2022,10020
0004,3332 N 47th Ave,Omaha,NE,68104,"$145,000 ",9/27/2022,97
0001,3333 North 128 Circle,Omaha,NE,68164,"$439,000 ",7/8/2022,271
0004,3335 South 188th Avenue,Omaha,NE,68130,"$675,000 ",7/12/2022,74
0001,3336 Fontenelle Blvd.,Omaha,NE,68104,"$225,000 ",12/29/2022,10050
0003,3341 N 59th Street,Omaha,NE,68104,"$153,500 ",1/19/2022,303
0001,3343 N 55th St,Omaha,NE,68104,"$147,000 ",3/18/2022,10050
0003,3343 North 57th Street,Omaha,NE,68104,"$500,000 ",8/29/2022,350
0003,3343 North 57th Street,Omaha,NE,68104,"$500,000 ",8/29/2022,10020
0003,3343 S 112th Street,Omaha,NE,68144,"$285,000 ",5/20/2022,474
0001,3344 N 53rd Street,Omaha,NE,68104,"$180,000 ",12/14/2022,548
0001,3365 South 130th Street,Omaha,NE,68144,"$272,000 ",4/15/2022,92
0001,337 North 35th Street,Omaha,NE,68131,"$195,000 ",2/11/2022,446
0001,340 North 155th Circle,Omaha,NE,68154,"$446,000 ",2/4/2022,499
0001,340 North 155th Circle,Omaha,NE,68154,"$446,000 ",2/4/2022,232
0001,3405 Washington Street,Omaha,NE,68107,"$168,000 ",7/18/2022,10043
0001,3406 N 65th Street,Omaha,NE,68104,"$310,000 ",1/7/2022,10043
0001,3406 N 65th Street,Omaha,NE,68104,"$310,000 ",1/7/2022,10043
0003,3406 South 184th Avenue,Omaha,NE,68130,"$675,000 ",7/29/2022,287
0001,3415 Martha Street #2W,Omaha,NE,68108,"$245,000 ",10/7/2022,10003
0001,3419 Hawthorne Avenue,Omaha,NE,68131,"$341,500 ",4/7/2022,10050
0005,3421 Westgate Road,Omaha,NE,68124,"$260,000 ",6/1/2022,10002
0001,3426 S 77th Street,Omaha,NE,68124,"$232,500 ",12/9/2022,400
0003,3432 Pedersen Drive,Omaha,NE,68144,"$277,400 ",10/25/2022,556
0003,3432 Webster Street,Omaha,NE,68131,"$222,000 ",5/31/2022,303
0004,3439 S 126th Street,Omaha,NE,68144,"$210,000 ",8/5/2022,160
0001,3443 Augusta Avenue,Omaha,NE,68144,"$245,000 ",4/29/2022,92
0001,3457 Fowler Circle,Omaha,NE,68111,"$210,000 ",3/24/2022,226
0004,3482 Spaulding Street,Omaha,NE,68111,"$170,000 ",3/11/2022,370
0001,3502 North 42nd Street,Omaha,NE,68111,"$222,600 ",9/9/2022,250
0001,3502 North 42nd Street,Omaha,NE,68111,"$222,600 ",9/9/2022,237
0001,3503 Patrick Ave,Omaha,NE,68111,"$12,900 ",8/9/2022,400
0001,3503 S 87th St,Omaha,NE,68124,"$215,000 ",9/19/2022,81
0001,3504 South 48th Avenue,Omaha,NE,68106,"$100,000 ",5/6/2022,92
0001,3506 Hawthorne Avenue,Omaha,NE,68131,"$1,150,000 ",6/27/2022,10015
0001,3506 Hawthorne Avenue,Omaha,NE,68131,"$1,150,000 ",6/27/2022,287
0004,3506 North 104th Avenue,Omaha,NE,68134,"$190,000 ",6/9/2022,74
0001,3507 N. 55th St.,Omaha,NE,68104,"$120,000 ",8/5/2022,10050
0004,3509 Gateway Road,Omaha,NE,68022,"$550,000 ",4/26/2022,529
0004,3509 Gateway Road,Omaha,NE,68022,"$550,000 ",4/26/2022,529
0001,3509 Webster Street,Omaha,NE,68131,"$265,000 ",7/29/2022,323
0003,3511 North 55th Street,Omaha,NE,68104,"$89,000 ",6/10/2022,10056
0001,3512 N 59th Street,Omaha,NE,68104,"$197,500 ",6/10/2022,446
0001,3513 Redick Avenue,Omaha,NE,68112,"$121,100 ",1/20/2022,399
0004,3515 47th Ave,Omaha,NE,68104,"$139,674 ",5/9/2022,281
0004,3516 N 152nd Avenue,Omaha,NE,68116,"$320,000 ",11/7/2022,74
0001,3517 Meredith Circle,Omaha,NE,68111,"$107,000 ",4/29/2022,160
0004,3518 N 82nd St,Omaha,NE,68134,"$227,500 ",1/21/2022,74
0001,3523 S S 127th Avenue,Omaha,NE,68144,"$232,000 ",10/7/2022,10050
0003,3524 Lafayette Avenue,Omaha,NE,68131,"$339,000 ",6/1/2022,10036
0004,3528 Drexel Street,Omaha,NE,68107,"$150,000 ",10/28/2022,73
0001,3537 Fontenelle Blvd,Omaha,NE,68104,"$336,000 ",12/6/2022,10050
0001,3537 Fontenelle Blvd,Omaha,NE,68104,"$336,000 ",12/6/2022,74
0001,3548 Harrison Street,Omaha,NE,68147,"$120,000 ",7/29/2022,262
0004,3556 N 37th Street,Omaha,NE,68111,"$117,500 ",10/26/2022,241
0003,3558 S 121st Ave,Omaha,NE,68144,"$475,000 ",9/9/2022,10045
0003,3558 S 121st Ave,Omaha,NE,68144,"$475,000 ",9/9/2022,10045
0001,357 North 41st Street,Omaha,NE,68131,"$300,000 ",8/17/2022,10015
0001,3607 Cass Street,Omaha,NE,68131,"$168,500 ",8/5/2022,384
0003,3607 N 49th Street,Omaha,NE,68104,"$172,000 ",11/7/2022,168
0001,3608 N 61st St.,Omaha,NE,68104,"$159,000 ",9/6/2022,400
0001,3614 South 191 Avenue,Omaha,NE,68130,"$250,500 ",11/18/2022,487
0001,3616 S 96th Street,Omaha,NE,68124,"$242,000 ",10/14/2022,10028
0004,3616 S. 114th Street,Omaha,NE,68144,"$377,500 ",4/15/2022,10052
0001,3620 North 75th Street,Omaha,NE,68134,"$220,000 ",5/5/2022,10010
0005,3622 S. 20th Street,Omaha,NE,68108,"$197,000 ",12/2/2022,184
0001,3630 S 107th Street,Omaha,NE,68124,"$385,000 ",7/13/2022,81
0004,3632 Oak Street,Omaha,NE,68105,"$223,000 ",4/29/2022,262
0001,3633 Madison St.,Omaha,NE,68107,"$330,000 ",7/1/2022,10036
0001,3633 Madison St.,Omaha,NE,68107,"$330,000 ",7/1/2022,10015
0004,3701 North 63rd Street,Omaha,NE,68104,"$221,300 ",11/8/2022,219
0004,3702 Jackson Street #101,Omaha,NE,68105,"$185,000 ",8/19/2022,279
0004,3706 Ernst Street,Omaha,NE,68112,"$132,120 ",2/15/2022,348
0001,3707 Parker Street,Omaha,NE,68111,"$35,000 ",4/19/2022,226
0004,3708 North 52nd Street,Omaha,NE,68104,"$220,000 ",3/21/2022,281
0001,3712 Mason Street,Omaha,NE,68105,"$230,500 ",5/31/2022,446
0001,3712 South 97th Street,Omaha,NE,68124,"$286,500 ",8/1/2022,184
0003,3714 Summit Street,Omaha,NE,68112,"$161,000 ",7/14/2022,170
0001,3715 Hamilton Street,Omaha,NE,68131,"$210,000 ",9/15/2022,317
0001,3719 N 55th St.,Omaha,NE,68104,"$115,000 ",10/21/2022,10050
0005,3721 Kansas Avenue,Omaha,NE,68111,"$179,000 ",7/29/2022,223
0004,3745 North 39th Street,Omaha,NE,68111,"$130,000 ",5/20/2022,279
0001,3751 Dewey Street,Omaha,NE,68105,"$1,978,294 ",11/18/2022,240
0001,3751 Dewey Street,Omaha,NE,68105,"$1,978,294 ",11/18/2022,240
0001,3753 Dewey Street,Omaha,NE,68105,"$829,900 ",10/6/2022,240
0001,3756 North 38th Street,Omaha,NE,68111,"$144,000 ",9/15/2022,446
0001,3757 Dewey Street,Omaha,NE,68105,"$1,689,900 ",12/23/2022,240
0001,3757 Dewey Street,Omaha,NE,68105,"$1,689,900 ",12/23/2022,92
0001,3759 Dewey Street,Omaha,NE,68105,"$1,587,286 ",8/5/2022,240
0001,3759 Dewey Street,Omaha,NE,68105,"$1,587,286 ",8/5/2022,240
0001,3759 N 39th Street,Omaha,NE,68111,"$130,000 ",12/9/2022,10017
0001,3761 Dewey Avenue,Omaha,NE,68105,"$1,799,800 ",8/1/2022,240
0001,3761 Dewey Avenue,Omaha,NE,68105,"$1,799,800 ",8/1/2022,240
0001,3802 Grover Street,Omaha,NE,68105,"$161,000 ",6/27/2022,92
0003,3802 Hamilton Street,Omaha,NE,68131,"$195,000 ",10/31/2022,471
0001,3802 Maple Street,Omaha,NE,68111,"$138,000 ",7/5/2022,253
0001,3802 North 95th Street,Omaha,NE,68134,"$242,000 ",9/7/2022,394
0001,3805 Binney St,Omaha,NE,68111,"$100,000 ",11/1/2022,10036
0005,3805 South 36th Street,Omaha,NE,68107,"$230,000 ",1/14/2022,347
